Node,Winner_or_Buyer,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Avg_Similarity_To_Others,Max_Similarity_To_Others,Ajánlatkérő szervezet főtevékenysége,Ajánlatkérő szervezet típusa,Szerződés típusa,Eljárásrend,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került
Tatai Református Egyházközség,Buyer,19889445111,83,-0.04587602,0.39644507,-0.960879,0.9592894,4.5151944,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39691752,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"T-Mátrix Vállalkozási, Kereskedelmi és Szolgáltató Kft.",Winner,11190727211,83,-0.044526085,0.39550057,-0.95900714,0.9319539,4.502846,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3881152,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
ASSIS-TRADE Alpintechnika Kft.|Altum Szakinfo Kft.,Winner,12629408213|14230901241,16,-0.015667152,0.29345742,-0.800743,0.6560958,3.3248198,17,0.0,0.1800962216958613,0.0013437106153917563,0.4038466,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nagyszokolyi Református Egyházközség,Buyer,18858547117,84,-0.08554231,0.39335197,-0.93984157,1.1640415,4.554288,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39506146,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Ribányi Mérnöki Iroda Kft.,Winner,"11697066217,11697066",84,-0.08577748,0.39930433,-0.9628055,1.1668767,4.620673,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39434367,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BALINELLA PLUSZ Kft.,Winner,12158942213,23,0.0030874033,0.36369535,-1.0935835,0.9784768,4.1148915,6,0.0,3.664597418677547e-11,0.001630723409356982,0.4043759,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Novient Építőipari Kereskedelmi és Szolgáltató Kft.,Winner,13301655242,4,-0.008604417,0.32822227,-0.9270734,1.020386,3.714687,16,0.0,4.60700468128926e-09,0.0014247669478691769,0.40431893,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
MAG-ÉP SZARVAS KFT.,Winner,23700251204,40,-0.024254262,0.36389214,-0.8203327,0.9772954,4.126104,5,0.0,3.214495938877607e-13,0.0016898856704989753,0.39651197,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Debrecen-Nagytemplomi Református Egyházközség,Buyer,19876175209,85,-0.053052045,0.3991312,-0.97382486,1.0357987,4.55537,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39825287,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
KEVIÉP Építőipari és Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"11149422209,HU11149422",85,-0.052332915,0.40312982,-0.96235245,1.0323566,4.599163,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39409378,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"ERDFAPARK Erdészeti, faipari és zöldterület-kezelési Korlátolt Felelősségű Társaság",Winner,"25783049212,HU25783049",16,-0.008241654,0.3508293,-0.89060277,0.9061928,3.9702754,17,0.0,0.02004651722973853,0.001509802272357239,0.39565697,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Juhász László egyéni vállalkozó,Winner,45321724225,4,0.012459517,0.35173357,-0.8978915,0.918377,3.9819071,16,0.00018743891499645204,1.830340601606523e-09,0.0028901161478924607,0.39776674,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Tiszakécskei Lovasegyesület,Buyer,18347030103,86,-0.05504761,0.3989106,-1.1907998,1.0418487,4.555927,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.401719,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Horváth Építőmester Építőipari Zártkörűen Működő Részvénytársaság,Winner,"23037108203,HU23037108,03-10-100434",86,-0.055574246,0.3997612,-1.2065928,1.0225278,4.5662766,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39553133,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kisbéri Római Katolikus Plébánia,Buyer,19888877111,87,-0.0009525232,0.39992642,-0.9230335,0.9975296,4.524664,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3978524,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"VE – PANNON Építő, Fővállalkozó és Szolgáltató Kft",Winner,10240104208,87,-0.0015467536,0.3996811,-0.9157554,0.98986995,4.521909,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39317873,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Budapest-Budafoki Református Egyházközség,Buyer,19818276143,88,-0.007126782,0.40741506,-1.1150273,1.030089,4.6100802,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39833584,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Prím Építő Építőipari Kft.,Winner,"11906508242,HU11906508",88,-0.00792591,0.41137093,-1.1716357,1.0131958,4.6549945,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39568517,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Esztergom-Budapesti Főegyházmegye|Budapesti Egyetemi Katolikus Gimnázium és Kollégium,Buyer,19143138211|18086498241,16,-0.035376467,0.3269039,-0.7626195,0.7701946,3.720089,17,0.0,0.054151491643728504,0.0014984900718299035,0.38006207,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Korintosz Műemlékvédelmi és Építőipari Kft,Winner,"11474456241,HU11474456",16,-0.025809348,0.30500504,-0.78098994,0.6773323,3.4630704,17,0.0009371945749822602,0.19512446071064363,0.002618320719857898,0.39229992,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Halasi Szabadidő Központ Nonprofit Korlátolt Felelősségű Társaság,Buyer,23506851203,89,-0.031863283,0.40143454,-0.94150317,0.8864603,4.555998,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39342126,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Meszes Épszolg Korlátolt Felelősségű Társaság,Winner,14922257203,89,-0.031253546,0.40098462,-0.9443738,0.876408,4.550382,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39693734,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Belvárosi Építő és Szolgáltató Korlátolt felelősségű társaság,Winner,"13773610213,HU13773610",14,-0.007037811,0.28668708,-0.71307886,0.59412307,3.2444713,16,0.01199609055977293,0.22845162356824678,0.0034139925448384207,0.38581315,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Vajda Szolgáltató Kft.,Winner,12820702213,42,-0.03201215,0.31266463,-0.92515814,0.70504916,3.5558887,10,0.0,0.060423580747809784,0.001448226838806803,0.40711567,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nagy Útépítő Korlátolt Felelősségű Társaság,Winner,"26218087241,HU26218087",25,-0.06813953,0.3780475,-0.9598395,0.78274643,4.3460383,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.4024908,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"""CSER-ÉP-KER Építő- Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság",Winner,"11250199215,11250199",27,-0.05589985,0.3639114,-0.94629085,0.9042841,4.165478,4,0.0,5.825830974899449e-17,0.0018086453246518356,0.3976388,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Törökszentmiklósi Református Egyházközség,Buyer,19865845116,90,-0.04635661,0.3766561,-1.1261885,1.0022154,4.29353,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39602676,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Bástya Millenium Zártkörűen Működő Részvénytársaság,Winner,25121254242,90,-0.048490405,0.38501337,-1.1372347,1.0133219,4.39034,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.39930192,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
E-Sports Management kft,Winner,"23566192243,HU23566192",23,0.0040936265,0.35906804,-1.0657805,0.96142507,4.062655,6,0.0,3.664597418677547e-11,0.001630723409356982,0.40137482,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
újvidék plus 2017 kft,Winner,25906563206,61,-0.08421753,0.3683871,-1.2657391,1.0035278,4.275349,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39755964,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Házak Közhasznú Nonprofit Kft.,Buyer,18456712206,91,-0.058120295,0.39789963,-1.0454575,0.9058556,4.5494905,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39506024,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
KEL-SZER Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,14048485215,91,-0.05869161,0.3997115,-1.0576593,0.87876415,4.5707097,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3926415,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BRAVO-VILL 13 Építőipari és Szolgáltató Korlátolt Felelősségű Társaság,Winner,14013751213,28,-0.016770974,0.36566907,-0.9596714,0.96550536,4.1414223,5,0.0,1.21381512758138e-14,0.0016923460380948653,0.40136388,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"ORINOCO '2002 Ipari, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,12813696207,42,-0.038388968,0.30641478,-0.8977057,0.7028509,3.4937885,10,0.0,0.060423580747809784,0.001448226838806803,0.40318102,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kesznyéteni Református Egyházközség,Buyer,19912789105,4,0.014225638,0.37049443,-0.8835279,0.8668969,4.1947546,16,0.0,7.354305878189381e-10,0.001614453544760247,0.40157714,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Római Katolikus Egyházközség Nagykáta,Buyer,19828055113,92,-0.08394716,0.40207154,-1.2323217,0.9315514,4.647011,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39874122,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kovács Intarzia Asztalos és Építőipari Kft.,Winner,12672365213,92,-0.089521706,0.39599836,-1.2072835,0.9437006,4.593266,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39406157,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kemecse Református Egyházközség,Buyer,19858069115,38,-0.06804997,0.3798821,-0.99994856,0.8309803,4.3662887,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40193868,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
SIEL-Inczédy és Társa Kereskedelmi Kft.,Winner,"10640346213,HU10640346",36,-0.020657338,0.38879243,-1.2123066,0.89951164,4.4048886,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40363437,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Sáregresi Református Egyházközség,Buyer,19822396107,93,-0.04269643,0.39872235,-1.0218997,1.1725543,4.5368185,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39164278,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"CUKÉP Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,"11109024207,HU11109024,FE11109024",93,-0.04274475,0.39713186,-1.0216113,1.1695739,4.5189853,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39243662,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
M és M Építőipari Szolgálató Kft,Winner,10765250213,16,-0.019476417,0.29100162,-0.82894045,0.67913616,3.299673,17,0.0,0.1800962216958613,0.0013437106153917563,0.4066162,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
VEMÉV-SZER Építő - és Szerelőipari Kft.,Winner,"10578863219,HU10578863",3,-0.028329384,0.31850007,-0.7207903,0.70881236,3.617643,18,0.0027312527613768726,0.0008443908078649588,0.002556949661224028,0.39416897,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nyírbogdányi Református Egyházközség,Buyer,19858162115,94,-0.066514626,0.4103856,-1.389911,1.2759728,4.7035723,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3946713,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
MHM Product Kft,Winner,24329837241,94,-0.06707165,0.41100776,-1.3526404,1.2193444,4.711531,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3983922,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Artemisz & Sofia Építőipari Kft.|Berczel Hungary Építőipari és Szolgáltató Kft,Winner,"24868167241,HU24868167,Hungary|23111125242",18,-0.017131459,0.30192313,-0.72312284,0.60557157,3.4213645,11,0.012772623207615375,0.0032108564655064574,0.002394988523897189,0.39730945,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Thermo Épgép Építőipari Kivitelező és Szolgáltató Kft.,Winner,"12913095213,HU12913095",40,-0.025540749,0.36226884,-0.7774411,0.95678484,4.1087775,5,0.0,3.214495938877607e-13,0.0016898856704989753,0.40761316,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Ócsai Sándor ev.,Winner,49773776233,42,-0.04236694,0.31911492,-0.9716029,0.7376735,3.642053,10,0.0,0.060423580747809784,0.001448226838806803,0.40430158,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
SZEGILONGI REFORMÁTUS EGYHÁZKÖZSÉG,Buyer,18441464105,95,-0.037230857,0.40130174,-1.0906152,1.2834115,4.559708,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39387017,3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
FA-KŐ-KER,Winner,22357764205,95,-0.036822617,0.39808047,-1.0948575,1.2604215,4.522993,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39050782,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Familiare Társadalomszervező Központ,Buyer,18223732119,96,-0.006124272,0.40051958,-0.96777827,0.99968296,4.5318913,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39434388,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"LTV Interior Ipari, Szolgáltató és Kereskedelmi Kft.",Winner,14062937213,96,-0.0049966304,0.40290946,-0.9448039,1.0277914,4.5587506,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.40004462,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Jánd Református Egyházközség,Buyer,19859390115,33,-0.048777148,0.36400455,-0.9576637,0.9786576,4.1550517,6,0.0,3.8775298631107784e-14,0.0016441040626330333,0.39939618,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
SHS-ÉPÍTŐ Tervező és Kivitelező Korlátolt Felelősségű Társaság,Winner,"12727489207,HU12727489",3,-0.03199301,0.31649506,-0.8058192,0.6330843,3.5989807,18,0.0,0.000762045575851559,0.0013921078932336325,0.40897223,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Putnoki Református Egyházközség,Buyer,19913096105,97,-0.036795817,0.39881277,-0.9357457,1.0944555,4.5312157,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39658502,-3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"MÓNUSZ Ipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,"11580317205,HU11580317.,05-09-006122",97,-0.0392885,0.39888093,-0.9363784,1.0880852,4.534661,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3982614,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
ProDomo Generál Kft.,Winner,12824696243,42,-0.03806614,0.31083268,-0.9252502,0.7631602,3.542943,10,0.0,0.060423580747809784,0.001448226838806803,0.40624496,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
SZ-L BAU Építőipari és Kereskedelmi Kft.,Winner,"12656189219,HU12656189",3,-0.014303579,0.35704425,-0.9659566,0.87706333,4.042735,18,0.0,8.234523201340005e-05,0.0015514397061347253,0.40032318,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Urbán Tibor és Társa Kft.,Winner,10459924213,28,-0.022356845,0.36655942,-0.8926822,0.93834686,4.1548524,5,4.0165481784954006e-05,1.7165938156392394e-14,0.003164021463857013,0.4031503,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Városi Sportegyesület Dunakeszi,Buyer,18699485213,98,-0.07398739,0.39306805,-1.0319313,1.044695,4.5251527,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3939471,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Trend Építő Zrt.,Winner,"13875475241,HU13875475",98,-0.07275011,0.3921758,-1.02366,1.0008302,4.5126586,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39073923,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Topa és Társa Építési Korlátolt Felelősségű Társaság,Winner,13048918217,17,-0.05398568,0.35120735,-0.84899664,1.0336547,4.0201263,6,0.0,7.536962253551239e-14,0.0016225759033438006,0.39973378,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Természetjáró Szövetség|IPOLY ERDŐ Zártkörően Működő Részvénytársaság,Buyer,19001511242|11202983212,14,0.00781105,0.34201872,-0.71364564,0.78890216,3.8705091,16,0.0,0.006547177866727634,0.0014624104365874883,0.4006201,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Fitotron System Kft,Winner,"11355256220,HU11355256",14,0.0048371935,0.3327567,-0.67607474,0.864932,3.76511,16,0.004471756972058213,0.02359177885668207,0.0037996646085212507,0.40388536,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Swing Jazz Kultúráért Alapítvány,Buyer,18703272212,99,-0.005624988,0.41292873,-1.0717188,1.1586848,4.6721888,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39307022,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Öko Concept Kft.,Winner,23840175213,99,-0.009135586,0.4108453,-1.0939736,1.172491,4.649333,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.40234604,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Jármi Református Egyházközség,Buyer,19858038115,27,-0.060182225,0.36245877,-0.92690605,0.8944506,4.156895,4,0.0,5.825830974899449e-17,0.0018086453246518356,0.39610982,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
NF Solár Hungária Korlátolt Felelősségű Társaság,Winner,"23356890213,HU23356890,.",6,-0.059861757,0.3711451,-0.872451,0.81495595,4.253294,4,0.0,9.313294366646277e-16,0.001788489439068963,0.39799562,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Erdészek a Vértes Értékeiért Egyesület,Buyer,18743340111,100,0.021975478,0.40813214,-1.0945147,1.3098264,4.624177,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39374912,-3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Univarmix Építőipari és Homlokzathőszigetelő Kft,Winner,11479035211,100,0.02075461,0.4091346,-1.0946085,1.3337933,4.634782,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39046663,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
HAN.TIK Építőipari Kft.,Winner,25599899243,68,-0.07367391,0.35674495,-0.9119376,1.0057683,4.1212783,6,0.0,3.877529863110776e-14,0.0016441040626330333,0.39769587,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Konventuális Ferences Minorita Rend,Buyer,18401994105,101,0.019348448,0.40267357,-1.2161382,0.907167,4.5609875,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39685726,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"ERTAMIL Ingatlanforgalmazó, Építőipari, Szolgáltató és Kereskedelmi Kft.",Winner,"11176842210,HU11176842",101,0.02074978,0.4066968,-1.2303777,0.92500174,4.6072335,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39531925,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Csepeli Városfejlesztési és Gazdaságfejlesztési Nonprofit Korlátolt Felelősségű Társaság|Csepel Diáksport Egyesület,Buyer,25118032243|18151187243,102,-0.02875653,0.40527937,-1.038993,1.0211182,4.5967407,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39763123,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
MERKBAU Építőipari és Kereskedelmi Korlátolt Felelősségű Társaság,Winner,"10458466203,HU10458466",102,-0.03233395,0.4054795,-1.0210077,0.9887268,4.6020393,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3947578,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Szatmárcsekei Református Egyházközség,Buyer,19858681115,12,-0.04244819,0.38315117,-1.0243793,0.81558836,4.361382,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39686137,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Természetjáró Szövetség|Bakonyerdő Erdészeti és Faipari Zrt.|VERGA Veszprémi Erdőgazdaság Zrt.,Buyer,19001511242|11345161219|10825251251,103,-0.05914935,0.38679206,-0.86562866,0.7576973,4.4269247,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.39957246,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
